identifier,timestamp,RoleType
ca6a3a85-69c7-4bec-ab8f-07e956874b8a,2019-02-13T01:59:41.985Z,IC
e2e6b3d8-77df-4a6b-9d3b-8bb76b6d0c15,2019-02-13T18:26:00.953Z,0
1547e760-b7a5-4aec-8de7-b8e9de2cf677,2019-02-13T17:50:46.33Z,IC
848ce844-5630-4ae3-bef9-a47c69ca7b07,2019-02-13T01:41:59.189Z,IC
c5d016a8-5051-4d84-b6c6-8edea893f89b,2019-02-13T05:43:36.753Z,0
c5d016a8-5051-4d84-b6c6-8edea893f89b,2019-02-13T05:40:47.801714Z,0
495f0adf-6b33-4d9d-89f2-ad7052fdd64b,2019-02-13T19:06:46.5020651Z,IC
54415558-4ce7-4287-8f89-4ff8ca8efba2,2019-02-13T18:23:52.457Z,IC
744f00a4-58de-4024-ab68-4bff05233acb,2019-02-13T21:00:33.8143958Z,IC
39565909-ac22-4303-a50b-07e9b101088e,2019-02-13T23:38:30.312Z,IC
51bf451f-d52d-4de2-af91-ce964c47968e,2019-02-13T19:16:39.5600898Z,IC
a147e0ba-7266-4ca2-84a8-12b26988ed3a,2019-02-13T17:31:43.637Z,0
30d2a6f2-5814-48a1-897e-a49ecfd749e8,2019-02-13T21:08:12.849Z,IC
9f869dc4-4c1b-4f2f-b24b-47bd621a569b,2019-02-13T00:51:34.4Z,IC
9f869dc4-4c1b-4f2f-b24b-47bd621a569b,2019-02-13T22:22:33.4376278Z,IC
e595fef9-d342-4d5f-8445-2142b522b74f,2019-02-13T21:03:07.903Z,IC
bc4c4037-df10-41f3-8896-1400f76eb2a5,2019-02-13T19:40:00.380326Z,IC
e6c4dc06-fec2-4afe-a90e-afb2ad9476a1,2019-02-13T22:05:03.9800203Z,IC
2dd294f1-3e29-4b79-9a8e-33f6dd28d699,2019-02-13T18:30:52.625Z,IC
95fcb98a-3234-453c-87b3-eda90bea33fd,2019-02-13T20:00:24.196Z,LEAD
95fcb98a-3234-453c-87b3-eda90bea33fd,2019-02-13T01:08:22.4891497Z,LEAD
65f07cb9-a72b-40a2-ab67-bb90619a66ce,2019-02-13T20:09:58.884Z,IC
93ae0b3e-239d-4464-a414-6ab68e1b02c0,2019-02-13T18:42:46.068Z,IC
75c9e602-c69f-49d0-ae4a-f41204987d0d,2019-02-13T00:03:27.5546236Z,IC
2f2ea21e-b38a-4754-a489-4047242238fd,2019-02-13T18:20:53.9435404Z,IC
5dce139f-2ea5-44a9-a2a1-cd5663405ece,2019-02-13T23:55:22.503Z,IC
6f411a3f-6410-4c26-ab11-5a15e5950edf,2019-02-13T21:26:58.271Z,IC
f21bff6b-92c7-4568-a583-4c02b6f08ac6,2019-02-13T21:48:41.75Z,IC
a56a07b9-d0a0-4aea-b81e-62c98383f500,2019-02-13T22:42:00.261Z,IC
461008e9-7004-491a-b7d6-37e2debe1174,2019-02-13T18:47:45.0251068Z,IC
acb77f98-6d94-4a8f-a664-499571f5c6c7,2019-02-13T23:38:25.1982738Z,IC
a2e3d3cf-17f3-4f68-90ec-62dc7cf1bd0c,2019-02-13T21:09:01.0482194Z,IC
aa0f0d82-07b7-4455-ae3c-6753e73e702c,2019-02-13T21:43:11.4753805Z,IC
330d1e5f-580d-4192-8b70-89deaad3cb27,2019-02-13T00:56:01.599Z,IC
9f1fd68f-94f9-4a1b-9b23-a9546db36bb7,2019-02-13T22:47:57.446Z,IC
2f2be7ae-3ec9-4e0a-a736-b8d630fe19e9,2019-02-13T20:53:04.943Z,IC
2d34dd8c-1fb9-4650-8ce3-eafdd7be70c1,2019-02-13T03:06:03.397Z,0
8afc56b8-93e2-4867-aa05-3241a11d13d7,2019-02-13T18:17:01.432Z,IC
6fa4ba4e-9f16-48e4-9da9-df0015e0cb13,2019-02-13T22:03:58.322Z,LEAD
25a80428-763d-4102-a2f4-6fd9a067a384,2019-02-13T16:36:33.9347787Z,0
01aec693-27c7-42d1-9021-f542b6db37b5,2019-02-13T00:39:40.205Z,IC
b6389260-30fe-4544-92c6-039411bf1cb7,2019-02-13T02:29:17.431Z,IC
5ab31a66-a402-45b8-ae3d-6fb3725fb7b9,2019-02-13T21:22:02.4663086Z,IC
d2a41010-698b-43b5-b145-42c357031b7d,2019-02-13T18:50:27.761Z,IC
ecb8c9bf-115e-4810-80e4-daa3c15af035,2019-02-13T19:41:32.668Z,IC
3c68e86c-9c76-478c-b608-77b94eff9208,2019-02-13T19:24:50.3231434Z,IC
e0598157-734b-45a9-916a-260c2523abb9,2019-02-13T19:35:30.494Z,IC
2c42aaa3-855e-45ab-8bc0-8201174f76b9,2019-02-13T22:20:31.7418452Z,IC
3062acf7-54ec-4f0f-960d-6a7aab377a8b,2019-02-13T19:22:57.98Z,IC
81fd6871-7f37-4159-bd7e-a163a8d77ff5,2019-02-13T23:24:55.915Z,0
4cc6442e-8c4e-4b26-9505-946e58ab5366,2019-02-13T12:30:40.8090202Z,0
434de9f3-c483-4078-ae65-9c1f3595236f,2019-02-13T19:51:00.093Z,0
946018c3-340f-4c88-a8f5-1e08a7ec8b6d,2019-02-13T00:20:05.152Z,IC
829bcbe7-d54c-49e0-a005-3192003192f4,2019-02-13T21:05:19.251Z,IC
e232b5ef-bb32-4ea1-90cc-43bb574f7250,2019-02-13T10:17:58.402Z,0
295e938b-20aa-43a0-b10f-3fad9a766eb2,2019-02-13T21:06:15.446Z,IC
d247ae5a-39b9-4d17-87f1-b95eeff96b43,2019-02-13T23:27:15.1335008Z,IC
66ebc0a4-408f-4f3a-9b69-a237865fbb57,2019-02-14T19:57:48.365729Z,IC
95ef460d-9fea-479c-b820-73d12dd06e4f,2019-02-14T22:49:38.157Z,IC
e9a66dea-e317-4bc8-b48a-a6df3d0fe757,2019-02-14T18:47:04.28Z,IC
4e1fae76-10dc-4304-8a69-54d06fb60a43,2019-02-14T22:28:45.573Z,IC
57a52c4b-5619-4af8-bb81-c5766a126d31,2019-02-14T20:25:42.8431493Z,IC
a0b13ddb-b65c-4f08-a14b-7749dfbfcd5f,2019-02-14T19:21:39.7726772Z,IC
266d8944-b2db-47d6-9c41-93c2c77c6cc3,2019-02-14T23:01:01.1630803Z,IC
e6edd56d-93aa-48dc-8ee9-1b352c5bb790,2019-02-14T22:23:36.116Z,IC
65978535-1ad7-474e-91e2-d73fedb89438,2019-02-14T17:41:16.6088917Z,IC
4e6e73df-211e-47c4-9067-cf777d5a9838,2019-02-14T00:19:38.028Z,IC
a9db13a0-3b9b-4d2f-b0cf-2a85938452f2,2019-02-14T21:15:03.364127Z,IC
9f9c3783-1c98-41f0-bc08-f868be25eaf5,2019-02-14T21:50:09.677Z,IC
5edee988-d53e-47b9-a939-349e03761ae9,2019-02-14T01:57:52.142Z,IC
a213c92f-ef05-45d8-b93b-f337391e2af2,2019-02-14T23:21:57.033Z,IC
d416e580-29aa-4008-baa3-7ea378af3feb,2019-02-14T09:33:10.753Z,LEAD
0a594e51-ce76-49ae-b676-39f4cf02f397,2019-02-14T22:27:33.6613366Z,IC
5dce139f-2ea5-44a9-a2a1-cd5663405ece,2019-02-14T22:02:24.7853778Z,IC
602c594c-ccd1-4eeb-a6b6-6cbf48fa3a87,2019-02-14T20:27:51.7816558Z,IC
4164722d-dd13-487b-b9f7-bdecc6f1d957,2019-02-14T19:55:56.0065232Z,IC
6111c6d1-ce0d-48bf-a981-1a23f027873e,2019-02-14T19:35:12.974Z,IC
6ff09dfe-8fe6-4126-9a55-74da14ba43fd,2019-02-14T19:28:40.3268604Z,IC
403cfa85-009c-424e-b09d-b1e15407ba88,2019-02-14T23:17:06.48Z,IC
e5577800-27c5-42e8-80bd-85b73dc250b3,2019-02-14T16:59:25.19Z,IC
3d173372-ce83-468b-8899-c9f11431ac33,2019-02-14T22:50:58.142Z,IC
745a3829-2036-40e9-b72a-95ed286a0a13,2019-02-14T22:21:58.7743437Z,IC
6f16c6df-c2a7-4638-b20d-b9151dd3f297,2019-02-14T00:05:55.118Z,IC
6a8f757e-24b9-41a0-a19b-8c4022d50a27,2019-02-14T22:13:41.4509011Z,IC
31ab0f50-1a5f-4976-a410-45039c465fb8,2019-02-14T17:59:21.0897227Z,IC
d8121021-5788-4717-914f-6f895331ac4a,2019-02-14T20:32:17.501Z,IC
e020af12-b1fa-4ea5-a927-63e5d2c9dc10,2019-02-14T23:41:31.160717Z,IC
1f5ba9b2-7ed1-4e79-ab9c-5895b7ea9942,2019-02-14T19:35:32.516Z,IC
229eefa5-dd62-4dd6-8cc2-403ae78ecee7,2019-02-14T16:53:24.652Z,IC
de2a5a32-4024-4beb-b647-5429d873a3f5,2019-02-14T11:27:51.1652016Z,IC
82f49c62-8a57-40a3-ad0c-63b83a899e60,2019-02-14T00:39:05.262Z,IC
b7987475-68b8-4aba-acb3-be50c8bdf0e4,2019-02-14T18:47:44.091Z,IC
aa47a277-7ea6-491c-9c48-3b5b808dc108,2019-02-14T05:40:39.0739272Z,IC
afdf2748-1995-4083-96b4-9ee322427b36,2019-02-14T23:48:29.25Z,IC
2dc5e5ca-c17a-45b3-ad92-a76598f3a79a,2019-02-15T16:44:50.3Z,IC
6e2f71d5-6c9c-478b-aad8-2ac8d711e3a5,2019-02-15T17:37:37.6892876Z,IC
995946ca-d35f-4125-852c-f6affe4a7050,2019-02-15T02:17:22.9101292Z,IC
eef00ef4-075e-48b7-a4c3-7d17f45384e0,2019-02-15T18:14:40.748Z,IC
6f9d94fd-4f91-4ab9-8815-92258a034591,2019-02-15T18:04:31.039Z,IC
0c92dff4-ea5b-4f7a-bc54-51fa35e008e4,2019-02-15T19:51:59.798Z,IC
40e5a2c4-75df-4035-ae27-fca40586d6ff,2019-02-15T18:55:04.5373937Z,0
d06e58f5-9c4e-42d2-861b-60805c56bdc1,2019-02-15T02:23:15.171Z,LEAD
14edc8a0-1a6a-4cf4-8340-8517e37b1730,2019-02-15T00:26:41.815Z,IC
8c25f8b9-4bdd-4a57-91b6-5eef2e5a9069,2019-02-15T00:04:03.51Z,IC
870488e9-9aa6-491c-8584-efadf05793bc,2019-02-15T18:34:13.756Z,IC
1af0e485-bf45-44f0-9fb2-6224ea71a57e,2019-02-15T19:08:14.072Z,IC
b936c575-4fec-44b2-ba16-b4be8f339664,2019-02-15T22:44:57.8718356Z,0
925a236a-b803-4937-b63f-811228cc0753,2019-02-15T00:38:49.005Z,IC
a67c304e-a10e-46bd-bbde-a0c72e8460d3,2019-02-15T01:33:50.439Z,IC
10681fa9-d78b-4c1c-a459-c973f4cb5878,2019-02-15T18:42:26.419Z,IC
fdd97bc7-fc60-4434-8843-379fd2f79747,2019-02-15T19:19:40.9013219Z,IC
de6a0517-b9ed-4512-b7f8-301f65b8e625,2019-02-15T22:49:46.3177505Z,IC
fc596089-ca15-4630-a577-ff96e1b49e8a,2019-02-15T22:49:44.0310701Z,IC
a2b629a0-6363-451b-bb0e-a49e74ee9565,2019-02-15T22:32:52.838Z,IC
2a7de034-caf0-430a-8d58-0b19e18b8853,2019-02-15T17:45:36.412Z,IC
cffacf73-904e-49d0-a48c-08364b2ff366,2019-02-15T20:12:08.7651644Z,IC
922096a1-08c8-406a-a258-7d8d066d6bcf,2019-02-15T23:46:29.4499913Z,LEAD
16ef3aca-64d4-4d7a-96a9-736ba4c195c5,2019-02-15T02:19:02.087Z,0
72f4a088-c553-494b-90e1-e988c9a8d721,2019-02-16T01:42:28.4396478Z,LEAD
10504ec9-d867-4521-93d7-8edc24f864b6,2019-02-16T00:20:33.4946575Z,IC
72ce9d21-5c6c-4237-955c-c554eebc9cc8,2019-02-16T00:30:06.108Z,IC
8a4ee45c-67ef-4635-9570-06e8a0f96798,2019-02-16T01:01:55.734Z,IC
3dad1ada-1103-4116-9f94-8d083a26fcb1,2019-02-16T02:18:23.325Z,IC
57a52c4b-5619-4af8-bb81-c5766a126d31,2019-02-16T01:03:16.628Z,IC
65978535-1ad7-474e-91e2-d73fedb89438,2019-02-16T00:42:29.979Z,IC
43df3abb-5b8c-4a69-a11e-a34698ed6656,2019-02-16T02:20:04.519Z,IC
b5e52729-c52a-4514-8c1b-6f3849c45ade,2019-02-16T00:24:39.634Z,IC
5ad13a51-677a-4f6c-b643-dbb75bad7250,2019-02-16T00:22:48.7886345Z,IC
b47aea9f-86ae-4f58-84f1-db544549efd8,2019-02-16T02:04:58.416Z,IC
1cc4b9d1-8634-4721-821d-cfe05445c093,2019-02-16T19:27:42.41Z,IC
7d7ac71c-3fc4-4bc9-9c60-d96dd55501ce,2019-02-17T15:36:14.774Z,IC
1ebcb6c2-6c25-4ca0-9329-f67e088fdc91,2019-02-18T19:25:54.003Z,IC
0fa23e93-d615-4066-9ae1-7406edcda83d,2019-02-18T09:01:01.957Z,IC
9c266e91-8794-47d3-a7f1-e6f63cdcde61,2019-02-18T20:50:20.834Z,IC
72cc675b-e6fb-4d8f-89e6-eb45a5d50560,2019-02-18T09:04:53.607Z,IC
a966261b-f74a-4192-aa10-fc4bbc3daba5,2019-02-18T21:11:56.0024055Z,IC
4a599b6c-ae7e-4c09-bdb7-c90f0da28521,2019-02-19T21:02:53.17Z,IC
7fc3d546-dc6b-4739-925e-0f3eb7f96b64,2019-02-19T22:11:09.474Z,IC
92854d84-2d90-466f-b4ef-c2dd1088537b,2019-02-19T22:30:40.774Z,IC
d0a4a30b-2f39-437c-9378-c37e78259420,2019-02-19T17:52:35.33Z,IC
ead6648d-ed27-4dc5-a259-5f829aad0495,2019-02-19T21:32:53.414Z,IC
1fa8684b-9fa5-4cd8-bb0f-35837885c7bb,2019-02-19T23:24:27.969Z,IC
4f0bf268-7920-44cb-9380-2bf6ff0ed2fa,2019-02-19T22:15:12.24Z,0
1e286039-e235-4222-bce6-71fd70b7b050,2019-02-19T14:09:28.3947345Z,0
4666f7a2-1c32-4ec3-8a85-bbea129da1ce,2019-02-19T23:23:49.567Z,IC
2bf813b4-0537-44f6-937b-f7e87dd3c0d7,2019-02-19T21:29:44.372Z,IC
fea5e932-92fc-4890-81c7-9bdec20bb855,2019-02-19T22:23:58.2109606Z,IC
f88f5d76-a5d5-4fdc-b782-f6b119abc869,2019-02-19T21:42:13.878Z,IC
d7081bc2-bf28-4922-9645-ca8b17cf05ae,2019-02-19T23:35:21.19Z,0
a1f6d205-6bec-4bee-9e29-286fca8b35c9,2019-02-19T22:33:05.6730578Z,IC
e42e5fe9-3c64-46a6-8eec-05dcf540bda4,2019-02-19T23:33:34.466Z,IC
b22085aa-8068-4d92-ad0b-f0285cb9dc14,2019-02-19T17:59:36.7915947Z,IC
2d510293-a6d2-4931-85d5-d601801ee290,2019-02-19T19:21:39.908Z,IC
9e12fdde-4bb3-40ea-97ac-f066c68fd84e,2019-02-19T22:50:55.5192029Z,IC
47cfd2a0-050f-4b72-98eb-edaa2133f3ec,2019-02-19T04:56:49.8740876Z,IC
819a275c-676a-4869-858e-59c63f0c6feb,2019-02-19T23:22:19.489Z,IC
fa78fe88-77f8-4c9c-8c32-f1a4c67f90b8,2019-02-19T23:23:53.5789002Z,IC
56540f36-3be7-4745-9536-c5393e5319cd,2019-02-19T20:57:44.103Z,IC
6dcdca00-73d2-4900-9e4c-e1f644e50e44,2019-02-19T08:31:52.361Z,IC
a2504a27-a7c2-447b-855e-1200ca245851,2019-02-19T18:57:55.91Z,IC
6efc3b8d-5697-40f0-8383-6c18eae4d0a5,2019-02-19T16:55:27.405Z,IC
c31bb738-ec11-45eb-b193-65f5f5e2d8f3,2019-02-19T20:10:20.536Z,IC
28c7c66f-df53-40b8-a14b-7142fe9934b3,2019-02-20T01:11:49.768Z,IC
c0ac1473-6f8f-4fc0-98b7-3c2253341ec0,2019-02-20T23:19:44.712Z,IC
d0ad113c-1e01-47dc-9a1f-e262a4a966ee,2019-02-20T21:47:35.975Z,IC
544edc0a-8827-4179-9136-673d9fe32c11,2019-02-20T22:06:39.362Z,IC
6dc3770b-0253-47ca-9ef9-5495689127c9,2019-02-20T00:42:58.7000816Z,IC
603fdb72-be2f-4597-8e95-a46b94a47e3e,2019-02-20T18:57:54.435Z,IC
9de1e46f-58a6-464b-ac39-c5d0ac331812,2019-02-20T01:50:42.396Z,0
7a702a18-8946-4889-a175-62f9c97af7e5,2019-02-20T00:35:25.3090327Z,IC
a734aefc-40db-4791-bfbe-c31aaa3eb5a5,2019-02-20T22:59:06.121Z,IC
a734aefc-40db-4791-bfbe-c31aaa3eb5a5,2019-02-20T23:00:30.7120254Z,IC
1133893e-4a7b-44ce-96c0-007333a8a238,2019-02-20T20:19:28.4274837Z,LEAD
3fba0485-f0d6-450e-96c6-f41060311e26,2019-02-20T20:36:01.38Z,IC
902d71e9-61ed-4055-9d82-6b2cfd3bac0d,2019-02-20T22:33:34.5937489Z,IC
ac2e4b9a-4c06-49fa-934a-8b66ac0ae70a,2019-02-20T19:31:42.7150871Z,IC
18bddce7-d37c-418c-b022-3beb3579661f,2019-02-20T20:01:42.4067268Z,IC
5c8aae00-7e1e-42fc-aa66-086f010beee2,2019-02-20T23:26:07.6051019Z,IC
a4faad0d-1f1e-49f6-a9ce-00f9bca38d11,2019-02-20T01:33:40.2157912Z,IC
9d50a454-0dd3-4ae8-ad6e-48d203ee0b4c,2019-02-20T23:15:48.244Z,IC
96323c8e-e55e-4edb-a880-ca1b1b361b30,2019-02-21T01:02:06.854Z,LEAD
ee7c1d45-2c15-489a-ad9f-f3b30ea0e86d,2019-02-21T21:54:30.6292289Z,IC
c6218377-d356-4e47-b1a1-b79075833457,2019-02-21T01:57:27.7621819Z,IC
61159885-3764-4590-9c42-ed77c80c59ec,2019-02-21T20:04:13.154Z,IC
5b8279be-dea3-40e2-b06f-afa287e21362,2019-02-21T22:04:45.465Z,IC
8a966641-47fe-4c73-bda4-cb2a4e5e6cae,2019-02-21T19:41:42.744Z,IC
a4442e10-ef61-453f-bb93-1f5098b45778,2019-02-21T01:53:21.676Z,IC
a9eaf7c6-357f-4667-ad9a-63abe24dea41,2019-02-21T18:22:47.340426Z,IC
66537d27-5977-43c4-8fe1-c9117f116d9f,2019-02-21T16:57:29.9305895Z,IC
45ed5433-90be-4d0c-a3c0-05e40280ca8e,2019-02-21T17:54:14.178Z,IC
b4056a8e-90c2-4d11-bc84-b9a1eb82a9aa,2019-02-21T21:48:11.6018907Z,IC
9ed46fc7-71f0-4eb0-bfcd-86d0d258d328,2019-02-21T17:37:45.3956809Z,LEAD
2491e7be-7472-4d70-b03f-a0e17f1796d3,2019-02-21T21:54:32.3076509Z,IC
0471e001-35c3-48f4-8dd8-93d5397e1304,2019-02-21T17:40:58.1432518Z,LEAD
66c250ed-db95-4cba-a943-53624c9f5616,2019-02-21T01:46:27.133Z,IC
25e4c5ba-a97e-4140-9219-dc6aade0e470,2019-02-22T16:23:42.769Z,IC
800daf5a-68c1-4dc9-bb4c-2292a89d639a,2019-02-22T22:56:46.868Z,IC
099c1860-cfd9-4af9-a44a-2a1eddc3c23d,2019-02-22T00:31:23.42Z,LEAD
45269dc6-cf62-4d20-90e9-150796dcef54,2019-02-22T08:30:43.773Z,IC
08ac1efd-9bce-45fb-9389-f04631c78559,2019-02-22T16:01:41.647Z,0
5231f189-d560-488b-b9db-ea82edbb696f,2019-02-22T21:35:48.066Z,LEAD
eb4eb5e0-d2f5-44d7-ad22-997fce431f21,2019-02-23T07:50:39.963Z,IC
0c531bcf-cda7-49fe-8d40-51a57a8940b9,2019-02-23T01:11:26.7000667Z,IC
54798cc9-6a28-4d6a-814b-448ab00a9fd5,2019-02-23T00:18:30.106Z,IC
ab2ac44a-42cf-43dc-b4c8-9c2cb71f81c6,2019-02-23T00:14:25.926Z,LEAD
9efdfc77-1b8b-4c32-992f-73ce86fce2ff,2019-02-23T00:28:21.484Z,IC
2f2be7ae-3ec9-4e0a-a736-b8d630fe19e9,2019-02-23T01:22:01.4021875Z,IC
8681c8b5-eb90-4cf8-a1d8-727da32a1d39,2019-02-23T19:10:30.228Z,IC
54e24939-f372-4905-a628-73313087fd30,2019-02-25T20:16:55.4209999Z,IC
fd98ecf7-c7af-442c-884b-d3001d3b594f,2019-02-25T20:25:45.413Z,IC
868a8d38-c24e-4509-a212-87e29bdeb5d7,2019-02-25T18:31:00.706Z,IC
dd5e86ff-a733-494a-9659-934d756097f3,2019-02-25T20:57:05.101Z,IC
134ff585-d90e-4992-8daa-9d7b5d198d40,2019-02-25T20:39:44.872Z,IC
2d510293-a6d2-4931-85d5-d601801ee290,2019-02-25T19:22:57.8456475Z,IC
403cfa85-009c-424e-b09d-b1e15407ba88,2019-02-25T23:09:00.335Z,IC
7c8e8550-76f2-46e1-b1ec-b4601f29efd0,2019-02-25T23:33:52.719Z,IC
cae649da-95b6-467e-a181-58d5ad2d462f,2019-02-25T00:23:02.369Z,0
b652c563-e234-480b-a734-8864429148cc,2019-02-25T22:39:17.661Z,IC
7c5122ad-fd6e-4276-a7db-4255c99dcdb5,2019-02-25T21:09:16.209Z,IC
cf672f87-39cd-451c-bd96-26612108a519,2019-02-25T21:56:49.649Z,IC
5e068403-05a0-4961-8eb7-b9f242b3faca,2019-02-26T23:54:21.08Z,IC
65ea9702-8d5a-4b61-9ac6-a2f863ea4284,2019-02-26T01:31:48.011Z,IC
06695ec0-434c-46c1-a933-ac6170bdd094,2019-02-26T00:12:42.2243492Z,IC
1800a231-6720-4d82-a90a-177c1cc899ba,2019-02-26T21:48:58.479Z,IC
40d76593-4f58-4a73-82e2-5eb88514f8a4,2019-02-26T19:56:34.908653Z,IC
3daf00d8-44ac-4033-a688-efceb3ac6bb8,2019-02-26T20:37:24.92Z,IC
e2b31bc5-1c23-4a64-87ec-1bfa6d7b2926,2019-02-26T22:25:08.18Z,IC
90da2edc-7775-4930-badd-59aec734cd42,2019-02-26T03:04:21.38Z,IC
f5804fb9-affe-460b-b295-47459626647b,2019-02-26T19:16:58.9679885Z,IC
7ad99afa-90d1-4451-b10c-886c47dfb164,2019-02-26T22:18:03.827Z,IC
177cdf3d-e961-444c-9ac2-68ef267e48e2,2019-02-26T19:51:19.9710592Z,LEAD
623b525d-1e20-428e-ad72-f861b7d4aa64,2019-02-26T20:13:07.08Z,IC
427a6402-9ec1-4cc1-b311-bf138ab7f326,2019-02-26T22:49:06.516Z,IC
abf3750e-f8b3-4087-8337-d6ea387fe102,2019-02-26T21:53:50.7089353Z,IC
611c3482-dc2b-4281-952b-ac8abaeab268,2019-02-27T22:59:07.6690085Z,IC
a284e2e2-1877-4461-b949-05ec7cac9bb4,2019-02-27T21:22:11.2168938Z,0
a26dbc77-2954-4214-adb4-94ced73a6986,2019-02-27T22:51:47.2660495Z,IC
7bb8833c-8a48-4a17-a6bb-e56ce5c07ee4,2019-02-27T01:32:16.8557493Z,IC
46768558-d9b9-474f-bcfe-0b7c88d3fd50,2019-02-27T00:15:37.0989957Z,IC
96aa4dad-03af-44c3-b2d2-595bac7dd6bc,2019-02-27T01:38:50.797Z,IC
c8238953-143b-4947-ba37-b9b96f07ede9,2019-02-27T14:53:12.404Z,IC
2cde336e-b5b0-4ea2-b68a-5826cbe81619,2019-02-27T19:59:46.924Z,LEAD
5ecb4227-d6e5-4213-ad76-fc5d4047d507,2019-02-27T04:10:13.867Z,IC
d8330cc2-22ca-46e2-80a0-f43d1a3c0b76,2019-02-27T23:41:28.7968184Z,IC
2fbb5486-9399-4c14-9d05-e371e5402efe,2019-02-27T20:28:44.663Z,LEAD
9d44954f-b5a1-4e7e-9c30-dc30eda51720,2019-02-27T21:52:53.795Z,LEAD
cccecab9-2f5d-4256-baad-68ea39439609,2019-02-27T06:26:50.896Z,IC
24bf89b1-1583-4bbb-aee2-c4189732d631,2019-02-28T20:37:09.856Z,IC
4a4c802f-4bbb-4cea-b491-942133a47d24,2019-02-28T13:08:07.39Z,IC
9d0cb48f-bcb5-459a-8fca-3a29524c9f7f,2019-02-28T09:15:23.35Z,IC
739efd0a-15ec-4c4c-a66a-6c815cdcbb47,2019-02-28T01:45:21.347Z,IC
aa0f0d82-07b7-4455-ae3c-6753e73e702c,2019-02-28T02:20:06.248Z,IC
330d1e5f-580d-4192-8b70-89deaad3cb27,2019-02-28T22:55:07.2632036Z,IC
89310e92-3f48-43a2-95bb-9b490d9f6d6c,2019-02-28T00:24:04.099Z,IC
fb60b915-ec6b-4702-b046-1b7a20b276a7,2019-02-28T22:23:08.638Z,IC
0fc8cab3-ed63-47e1-ab42-e935cce6fc19,2019-02-28T22:18:45.942Z,IC
b98ab0a5-5e3d-4e29-b527-7b4d2afaece2,2019-03-01T23:15:11.286Z,IC
45b717c9-7836-4849-b377-fde84902a084,2019-03-01T23:11:10.0170177Z,IC
807e3aeb-7925-4230-a299-992b1f1ddfb9,2019-03-01T17:55:16.256Z,IC
547edcf8-efa1-4d85-ab35-fc7e35d49221,2019-03-01T23:08:59.142Z,IC
672001d9-c557-4db5-82a6-0986474ffff5,2019-03-01T21:18:31.442Z,IC
a9db13a0-3b9b-4d2f-b0cf-2a85938452f2,2019-03-01T00:44:13.165Z,IC
a205722d-ad8b-4784-a72a-f22c5283a3ee,2019-03-01T23:22:49.155Z,IC
9265c695-289a-4f26-b700-14975a269542,2019-03-01T20:58:45.441Z,IC
390abd2d-3da0-4f04-ae35-8a6c6a71391b,2019-03-01T00:41:15.2957528Z,IC
1f57e3be-72c5-4144-8f14-4d534a9ddc91,2019-03-01T21:58:32.63Z,IC
e871f92b-e0dc-4247-b299-b6554e904cfc,2019-03-02T03:09:18.929Z,IC
18bddce7-d37c-418c-b022-3beb3579661f,2019-03-02T00:56:50.605Z,IC
9016558d-f989-43d0-81fe-268ff62ab576,2019-03-03T19:18:08.1428358Z,IC
a786990a-e535-455c-b1d8-9f8114c70d65,2019-03-03T19:18:09.438Z,IC
9415fced-d7a6-445a-96f0-46dc0aeb7d9e,2019-03-04T18:32:17.528Z,0
7f99e1e4-fa4c-48c1-a225-991222c4e32a,2019-03-04T20:05:16.584Z,IC
0235dd33-6af0-49d3-9040-c7605c501f42,2019-03-04T21:49:26.164Z,IC
b3600a7c-5b0b-4710-84ac-1db5505269db,2019-03-04T20:15:50.459Z,IC
19f562eb-6ee9-4967-8fa7-9e4b29fa06c8,2019-03-04T21:47:50.1533642Z,IC
2dff17e9-fe93-4a93-8224-a0ee8bffa5b9,2019-03-04T23:49:06.553Z,IC
da7de89e-8c0a-43c1-b9d2-439fe98882d2,2019-03-04T18:09:14.426Z,IC
5db67c76-3053-4ea1-b3dd-b3686b722b55,2019-03-04T18:13:17.657Z,IC
f04d7c1b-93ea-4a50-9b5e-cb7b3c1c2eff,2019-03-04T22:12:53.574192Z,0
a4fdfa26-ec84-432c-a886-3c7b31c11316,2019-03-04T23:22:49.86Z,IC
56ab5a35-3368-4529-8306-63d4b390ce12,2019-03-04T21:50:44.486Z,IC
4b18afc3-479e-4893-bb1b-6621d12a797e,2019-03-04T18:46:44.1387853Z,IC
5fe4b0c6-7e24-429d-8477-dd4dcb71a0d3,2019-03-04T23:40:32.888Z,IC
82fed571-c830-4a5d-afa5-6ca39566d123,2019-03-05T01:24:42.879Z,IC
bf64ce0b-f939-4624-9517-ea1cb51a96a4,2019-03-05T09:41:44.216Z,0
72162d00-07c5-4fd8-84d3-b2e189ad35ad,2019-03-05T00:00:29.99Z,IC
fc821283-28ec-4b40-8b66-0e33d0ec3412,2019-03-05T17:31:02.023Z,IC
fab424c2-95c7-49b0-9083-54918e41d4c9,2019-03-05T23:55:46.773Z,IC
cc8990b0-2587-428e-85a8-4c265814154a,2019-03-05T18:46:29.283Z,IC
3a4e9630-45dc-4546-a095-ff5cd9e72ab7,2019-03-05T17:31:16.606Z,IC
43923094-17b8-4fac-96a1-43ae3909ba85,2019-03-05T23:42:21.029Z,IC
7bbf9f68-2d99-40e0-b5c6-206e90a89a87,2019-03-05T21:14:56.743Z,IC
